500.019384467257	0
500.033857442905	2
500.048330628229	0
500.062804023447	0
500.077277628232	0
500.091751442911	0
500.106225467157	0
500.120699701297	6
500.135174145114	4
500.149648798606	15
500.164123661993	7
500.178598734946	0
500.193074017685	0
500.207549510099	0
500.222025212409	0
500.236501124394	0
500.250977246055	7
500.265453577502	6
500.279930118734	0
500.294406869533	0
500.308883830226	3
500.323361000596	13
500.337838380751	6
500.352315970582	0
500.366793770198	0
500.381271779491	0
500.395749998569	0
500.410228427433	7
500.424707065972	11
500.439185914188	0
500.453664972189	1
500.468144240086	0
500.482623717549	2
500.497103404688	14
500.511583301612	10
500.526063408433	2
500.540543724819	0
500.555024250991	11
500.569504986949	8
500.583985932584	0
500.598467087894	13
500.61294845299	5
500.627430027981	0
500.641911812539	3
500.656393806883	0
500.670876011013	7
500.685358424708	5
500.6998410483	0
500.714323881568	1
500.728806924622	0
500.743290177352	0
500.757773639868	5
500.77225731206	4
500.786741194038	0
500.801225285692	0
500.815709587133	8
500.830194098359	0
500.844678819262	0
500.85916374995	0
500.873648890315	0
500.888134240466	0
500.902619800293	26
500.917105569907	15
500.931591549307	2
500.946077738382	4
500.960564137134	0
500.975050745783	0
500.989537563997	0
501.004024591998	0
501.018511829785	0
501.032999277359	0
501.047486934499	0
501.061974801535	1
501.076462878247	5
501.090951164636	0
501.105439660811	7
501.119928366772	16
501.13441728241	1
501.148906407834	5
501.163395742935	6
501.177885287932	0
501.192375042495	8
501.206865006845	2
501.221355180872	8
501.235845564794	1
501.250336158284	0
501.264826961559	0
501.279317974622	0
501.293809197471	2
501.308300629886	10
501.322792272198	5
501.337284124186	0
501.351776185851	0
501.366268457303	0
501.380760938541	0
501.395253629455	0
501.409746530157	0
501.424239640535	0
501.438732960809	0
501.45322649065	0
501.467720230278	0
501.482214179693	6
501.496708338784	0
501.511202707552	0
501.525697286107	0
501.540192074448	0
501.554687072466	0
501.569182280271	0
501.583677697862	0
501.598173325131	0
501.612669162076	0
501.627165208808	0
501.641661465326	3
501.656157931522	6
501.670654607504	0
501.685151493274	3
501.69964858861	3
501.714145893843	0
501.728643408642	0
501.743141133339	2
501.757639067713	4
501.772137211873	1
501.786635565821	0
501.801134129335	0
501.815632902636	0
501.830131885724	0
501.8446310786	0
501.859130481152	0
501.873630093381	0
501.888129915508	0
501.902629947201	7
501.917130188681	5
501.931630639948	0
501.946131300893	1
501.960632171624	0
501.975133252033	1
501.989634542339	7
502.004136042211	0
502.018637751871	0
502.033139671318	3
502.047641800442	0
502.062144139354	0
502.076646687942	0
502.091149446318	0
502.105652414481	0
502.120155592211	0
502.134658979838	0
502.149162577143	6
502.163666384235	3
502.178170401004	0
502.19267462756	8
502.207179063793	8
502.221683709814	0
502.236188565513	0
502.250693630998	0
502.265198906271	6
502.279704391221	13
502.294210085959	8
502.308715990373	0
502.323222104466	0
502.337728428345	6
502.352234962122	10
502.366741705467	1
502.381248658599	3
502.395755821518	4
502.410263194115	1
502.424770776389	0
502.439278568451	0
502.4537865703	0
502.468294781937	0
502.482803203141	0
502.497311834243	11
502.511820675022	7
502.526329725479	0
502.540838985723	0
502.555348455755	0
502.569858135464	0
502.584368024962	0
502.598878124246	12
502.613388433099	23
502.627898951739	5
502.642409680166	5
502.656920618381	4
502.671431766274	6
502.685943123955	3
502.700454691313	0
502.714966468459	0
502.729478455283	0
502.743990651895	0
502.758503058184	0
502.773015674261	2
502.787528500016	0
502.802041535668	0
502.816554780888	1
502.831068235897	0
502.845581900692	0
502.860095775276	0
502.874609859428	0
502.889124153477	1
502.903638657205	0
502.91815337061	0
502.932668293803	0
502.947183426784	0
502.961698769443	0
502.97621432189	0
502.990730084014	0
503.005246055927	0
503.019762237628	0
503.034278628896	0
503.048795230063	5
503.063312040908	22
503.07782906154	10
503.092346291851	10
503.10686373184	2
503.121381381726	5
503.135899241291	7
503.150417310534	13
503.164935589565	1
503.179454078384	0
503.193972776771	5
503.208491685056	4
503.22301080313	0
503.237530130771	0
503.252049668201	0
503.266569415419	0
503.281089372425	0
503.295609538999	0
503.310129915472	0
503.324650501623	3
503.339171297561	6
503.353692303179	1
503.368213518584	0
503.382734943668	4
503.39725657854	2
503.41177842309	0
503.426300477428	8
503.440822741555	3
503.45534521525	0
503.469867898954	0
503.484390792116	0
503.498913895176	0
503.513437207914	0
503.527960730442	0
503.542484462757	0
503.557008404641	0
503.571532556423	0
503.586056917884	0
503.600581489133	4
503.61510627006	8
503.629631260777	0
503.644156461171	4
503.658681871354	3
503.673207491216	0
503.687733320866	0
503.702259360194	0
503.716785609311	0
503.731312068217	0
503.745838736801	3
503.760365615174	5
503.774892703336	0
503.789420001066	9
503.803947508585	1
503.818475225892	0
503.833003152988	0
503.847531289763	10
503.862059636216	0
503.876588192568	0
503.891116958599	0
503.905645934308	0
503.920175119696	1
503.934704514983	5
503.949234119948	0
503.963763934593	0
503.978293959136	0
503.992824193248	2
504.007354637148	3
504.021885290838	7
504.036416154206	0
504.050947227363	1
504.065478510199	0
504.080010002934	5
504.094541705237	0
504.10907361733	0
504.123605739101	0
504.138138070772	0
504.152670612011	1
504.167203363039	4
504.181736323966	3
504.196269494462	0
504.210802874747	0
504.225336464711	5
504.239870264464	0
504.254404274006	0
504.268938493227	0
504.283472922237	0
504.298007560926	3
504.312542409404	7
504.327077467561	5
504.341612735507	6
504.356148213132	5
504.370683900547	0
504.38521979775	0
504.399755904633	0
504.414292221305	0
504.428828747656	0
504.443365483796	2
504.457902429615	0
504.472439585223	2
504.486976950621	3
504.501514525698	0
504.516052310453	0
504.530590304998	0
504.545128509333	5
504.559666923347	4
504.57420554715	0
504.588744380742	0
504.603283424014	0
504.617822676964	0
504.632362139705	7
504.646901812234	0
504.661441694443	0
504.675981786331	0
504.690522088119	0
504.705062599586	4
504.719603320732	11
504.734144251557	1
504.748685392283	9
504.763226742687	4
504.777768302881	2
504.792310072755	13
504.806852052418	5
504.82139424176	0
504.835936640781	19
504.850479249703	5
504.865022068304	0
504.879565096584	3
504.894108334764	1
504.908651782513	1
504.923195440052	0
504.937739307271	0
504.952283384389	0
504.966827671187	0
504.981372167664	0
504.995916873931	0
505.010461789988	0
505.025006915614	0
505.03955225114	0
505.054097796346	2
505.068643551341	0
505.083189516016	0
505.09773569048	0
505.112282074625	22
505.126828668559	24
505.141375472172	13
505.155922485686	0
505.17046970877	0
505.185017141643	0
505.199564784306	0
505.214112636648	7
505.228660698781	5
505.243208970593	1
505.257757452195	5
505.272306143588	2
505.28685504466	8
505.301404155522	0
505.315953476063	0
505.330503006285	0
505.345052746296	0
505.359602696097	0
505.374152855579	0
505.38870322485	0
505.403253803911	1
505.417804592653	5
505.432355591074	9
505.446906799285	5
505.461458217286	1
505.476009844967	0
505.490561682438	8
505.5051137297	0
505.519665986642	12
505.534218453263	3
505.548771129674	0
505.563324015876	0
505.577877111758	6
505.592430417319	7
505.606983932782	1
505.621537657813	0
505.636091592635	0
505.650645737248	0
505.665200091651	0
505.679754655734	1
505.694309429496	0
505.70886441316	8
505.723419606393	7
505.737975009417	0
505.752530622231	1
505.767086444835	5
505.781642477009	0
505.796198719084	0
505.810755170839	0
505.825311832385	0
505.8398687035	0
505.854425784517	0
505.868983075323	0
505.8835405757	0
505.898098285867	0
505.912656205935	0
505.927214335573	0
505.941772675001	0
505.956331224109	0
505.970889983119	0
505.985448951698	10
506.000008130068	6
506.014567518229	0
506.02912711618	0
506.043686923701	6
506.058246941124	2
506.072807168226	0
506.087367605009	0
506.101928251583	0
506.116489107947	0
506.131050173992	2
506.145611449827	2
506.160172935343	20
506.17473463065	12
506.189296535747	8
506.203858650415	0
506.218420975094	9
506.232983509232	9
506.247546253272	1
506.262109206993	0
506.276672370504	3
506.291235743696	3
506.305799326678	0
506.320363119452	0
506.334927121906	14
506.34949133404	1
506.364055755966	16
506.378620387682	27
506.393185229079	21
506.407750280268	13
506.422315541136	11
506.436881011796	12
506.451446692136	16
506.466012582267	1
506.480578682189	0
506.495144991792	0
506.509711511076	0
